src,dst,distance_km,weight
4db44994cda1c57c82583709,406dfe80f964a52048f21ee3,0.06515,0.9388349058818006
4db44994cda1c57c82583709,4ad4bc35f964a520f9e820e3,0.06615,0.937954321624537
4db44994cda1c57c82583709,4baa1906f964a520714a3ae3,0.07467,0.9305182055886924
4db44994cda1c57c82583709,4c8e330f1664b1f784329e2f,0.08391,0.9225858235462354
4db44994cda1c57c82583709,4a70539cf964a52049d71fe3,0.08742,0.919607879200309
4db44994cda1c57c82583709,4079dc00f964a52070f21ee3,0.10167,0.9077128359672135
4db44994cda1c57c82583709,4ad778a8f964a520030b21e3,0.1227,0.8907098957869422
4db44994cda1c57c82583709,4cbb5d9fcdccb71341b16e79,0.12399,0.8896876306728707
4db44994cda1c57c82583709,49d29c7ef964a520c05b1fe3,0.12546,0.888525580651467
4db44994cda1c57c82583709,41f98080f964a520301f1fe3,0.13274,0.88281512085739
4db44994cda1c57c82583709,4a7dcf5cf964a520b5ef1fe3,0.14302,0.8748753302654372
4db44994cda1c57c82583709,4bd8df990115c9b618ba7580,0.15477,0.8659733107025641
4db44994cda1c57c82583709,4a43a242f964a5209da61fe3,0.15862,0.8630957518427095
4db44994cda1c57c82583709,4ae1b6c2f964a520eb8621e3,0.16027,0.8618683582269645
4db44994cda1c57c82583709,4ca9e4d897c8a1cdef2593a5,0.17208,0.8531840829977476
4db44994cda1c57c82583709,4ad9267ef964a5209b1821e3,0.17808,0.848838788537281
4db44994cda1c57c82583709,4f7b11d3e4b01ee86808da9c,0.18698,0.8424741781664392
4db44994cda1c57c82583709,4b696ecdf964a5201fa22be3,0.19349,0.8378788259641891
4db44994cda1c57c82583709,50104222e4b0c0d1a930332c,0.19509,0.8367570643215155
40f1d480f964a5205b0a1fe3,4ac3f3a5f964a520989d20e3,0.00332,0.9966909859267233
40f1d480f964a5205b0a1fe3,4a149749f964a52055781fe3,0.15557,0.8653737982121378
40f1d480f964a5205b0a1fe3,4bc72ae7af07a593909c7e2d,0.17247,0.8529002874273968
46ea2358f964a520cf4a1fe3,4b1b1f52f964a52074f823e3,0.02927,0.9715623694463067
46ea2358f964a520cf4a1fe3,4eac4dd4775bf0856a5a9dd0,0.04883,0.9534433606971578
46ea2358f964a520cf4a1fe3,4665447af964a5207f471fe3,0.0626,0.9410878976096367
46ea2358f964a520cf4a1fe3,4a960143f964a520ce2520e3,0.12847,0.8861555911987026
46ea2358f964a520cf4a1fe3,49f8f8a2f964a520446d1fe3,0.13517,0.8809253239602879
46ea2358f964a520cf4a1fe3,4abadd53f964a520338320e3,0.14356,0.8744622057434679
46ea2358f964a520cf4a1fe3,4ed34551754ad8083f6fd853,0.14896,0.8703523186185768
46ea2358f964a520cf4a1fe3,4da5dd2fcda1c55f755f88c5,0.15563,0.8653288682363732
46ea2358f964a520cf4a1fe3,4af30de2f964a52026ea21e3,0.17823,0.8487307232034491
46ea2358f964a520cf4a1fe3,4adee193f964a520d77621e3,0.18205,0.845987902372996
46ea2358f964a520cf4a1fe3,4f25dc11e4b063d402001061,0.18331,0.8450870862242353
40fb0f00f964a520d90a1fe3,4a0b05a7f964a520bb741fe3,0.02088,0.9795470574406394
40fb0f00f964a520d90a1fe3,4abfcad8f964a5203b9220e3,0.0739,0.9311853990129434
40fb0f00f964a520d90a1fe3,49e4df73f964a52062631fe3,0.09282,0.9150637799454623
40fb0f00f964a520d90a1fe3,49ccb999f964a5208d591fe3,0.10264,0.9069143147355437
40fb0f00f964a520d90a1fe3,4c9a7efb971676b04a9755e2,0.10592,0.904224537037037
40fb0f00f964a520d90a1fe3,4a6c6b4af964a52082d01fe3,0.11355,0.8980288267253379
40fb0f00f964a520d90a1fe3,4f23562ee4b04f6e6811356d,0.12025,0.8926578888640928
40fb0f00f964a520d90a1fe3,4ab79e30f964a520397a20e3,0.12189,0.8913529846954692
40fb0f00f964a520d90a1fe3,4a9bc3d7f964a5202e3520e3,0.12396,0.889711377629097
40fb0f00f964a520d90a1fe3,4b38d401f964a520d65025e3,0.12473,0.8891022734345132
40fb0f00f964a520d90a1fe3,4b5f42a1f964a52094b029e3,0.13775,0.8789277081960009
40fb0f00f964a520d90a1fe3,4a065273f964a520ec721fe3,0.14875,0.8705114254624592
40fb0f00f964a520d90a1fe3,4dc18b838877c00d6adb2c2d,0.16429,0.8588925439538259
40fb0f00f964a520d90a1fe3,4ca4e519a6e08cfa884d6c94,0.17237,0.852973037522284
40fb0f00f964a520d90a1fe3,438d6b12f964a520322b1fe3,0.17278,0.8526748409761422
40fb0f00f964a520d90a1fe3,4a8471c9f964a520a0fc1fe3,0.17322,0.8523550570225533
40fb0f00f964a520d90a1fe3,42f15a80f964a520bb261fe3,0.17598,0.8503545978673106
40fb0f00f964a520d90a1fe3,4be9dc5a61aca5932f168300,0.17804,0.8488676106074496
40fb0f00f964a520d90a1fe3,46d41aa8f964a520604a1fe3,0.18607,0.8431205578085611
40fb0f00f964a520d90a1fe3,4a66f31af964a520dcc81fe3,0.19311,0.8381456864832246
