src,dst,weight
3fd66200f964a52000e71ee3,42699000f964a52047211fe3,0.9429007657606027
3fd66200f964a52000e71ee3,4a3b9ffdf964a520a8a01fe3,0.9445652784681289
3fd66200f964a52000e71ee3,4aaf803ef964a520376420e3,0.9086467548431272
3fd66200f964a52000e71ee3,4ad7392af964a520060921e3,0.9184412466995001
3fd66200f964a52000e71ee3,4ae4eb45f964a5206e9f21e3,0.9100650740463306
3fd66200f964a52000e71ee3,4b5249fff964a520237527e3,0.9283755588935231
3fd66200f964a52000e71ee3,4eefa14a29c28028e148e40c,0.9195598662410535
3fd66200f964a52000e71ee3,4f297313754afd81930ef192,0.9049044116387454
3fd66200f964a52000e71ee3,4f5b9500e4b082b23d35ec01,0.9159331263372317
3fd66200f964a52001e81ee3,4ce7418ab9975481d968f544,0.9155177190529227
3fd66200f964a52001e81ee3,4d53594c08a7b1f76ebf3192,0.9195598662410526
3fd66200f964a52004e41ee3,42225f00f964a520ae1f1fe3,0.9206061691442079
3fd66200f964a52004e41ee3,4b457998f964a5201d0d26e3,0.9343135389364636
3fd66200f964a52004e41ee3,4e77e40118387f865961f673,0.9057344449838788
3fd66200f964a52004e61ee3,4aa44e08f964a5204f4620e3,0.9267344902174268
3fd66200f964a52004e61ee3,4bc9ee9468f976b0032a5e83,0.932032575549196
3fd66200f964a52005eb1ee3,49059e24f964a5205d521fe3,0.9189706926141359
3fd66200f964a52005eb1ee3,49caa5a0f964a520d0581fe3,0.9094986802243363
3fd66200f964a52005eb1ee3,4b9c08adf964a5201c4336e3,0.91633659021663
3fd66200f964a52005eb1ee3,4cb1fa623f0676b0a417fd0c,0.9092111803215627
3fd66200f964a52005eb1ee3,4d36633e6e1359410c300081,0.9108825612894377
3fd66200f964a52005eb1ee3,4e24577888774a43b786564c,0.9188242934878297
3fd66200f964a52005eb1ee3,5095afaae4b0147d2e0cb6e3,0.93095996225639
3fd66200f964a5200ae61ee3,4c7e76bc9221236a772b823d,0.9201882112364126
3fd66200f964a5200ae71ee3,3fd66200f964a52024e41ee3,0.9071186533170267
3fd66200f964a5200ae71ee3,3fd66200f964a520f7e51ee3,0.9460439815079433
3fd66200f964a5200ae71ee3,41f98080f964a520301f1fe3,0.9405648185876836
3fd66200f964a5200ae71ee3,49b1f97af964a520dd521fe3,0.9180104141916301
3fd66200f964a5200ae71ee3,49ecf7f1f964a520ba671fe3,0.9423574660447411
3fd66200f964a5200ae71ee3,4a91817af964a520761a20e3,0.9071186533170266
3fd66200f964a5200ae71ee3,4aa6ccdaf964a520064b20e3,0.9167127778197264
3fd66200f964a5200ae71ee3,4b3672c7f964a520ab3525e3,0.9596966209906693
3fd66200f964a5200ae71ee3,4b8ecf45f964a520843833e3,0.9182587697508892
3fd66200f964a5200ae71ee3,4e348676b61cddd1cd33c67d,0.9125255962299662
3fd66200f964a5200ae71ee3,4ff4c10ce4b01d081f52b0b8,0.9170229156358638
3fd66200f964a5200ae71ee3,50036c17e4b000090feb97c2,0.9065584733759934
3fd66200f964a52010e81ee3,43a52546f964a520532c1fe3,0.9488373237928405
3fd66200f964a52010e81ee3,4a689777f964a520a0ca1fe3,0.9412538603415528
3fd66200f964a52010e81ee3,4bceec19cc8cd13a2001c5cf,0.9038444658689057
3fd66200f964a52010e81ee3,4c0f17e4d64c0f47d05a295d,0.9302857178805873
3fd66200f964a52010e81ee3,4c0fc26c98102d7f28bee506,0.9370810428266055
